,uai,type_etablissement,statut_public_prive,nom_commune,libelle_departement,libelle_region,restauration,hebergement,ulis,type_contrat_prive,libelle_nature
2971,0350650S,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
2972,0350656Y,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
2973,0350659B,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
2974,0350660C,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
2975,0350671P,Ecole,Public,Le Verger,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2976,0350678X,Ecole,Public,Vieux-Vy-sur-Couesnon,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2977,0350902R,Ecole,Public,Janzé,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
2978,0350941H,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
2979,0350953W,Ecole,Public,Liffré,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
2980,0351017R,Ecole,Public,Fougères,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2981,0351031F,Ecole,Public,Saint-Malo,Ille-et-Vilaine,Bretagne,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2982,0351032G,Ecole,Public,Saint-Malo,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2983,0351064S,Ecole,Privé,Laillé,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2984,0351065T,Ecole,Privé,Landavran,Ille-et-Vilaine,Bretagne,0,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2985,0351068W,Ecole,Privé,Landujan,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2986,0351075D,Ecole,Privé,Liffré,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2987,0351099E,Ecole,Privé,Mecé,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2988,0351105L,Ecole,Privé,Melesse,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2989,0351126J,Ecole,Privé,Montgermont,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2990,0351131P,Ecole,Privé,Montreuil-le-Gast,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2991,0351175M,Ecole,Privé,Balazé,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2992,0351179S,Ecole,Privé,La Bazouge-du-Désert,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2993,0351184X,Ecole,Privé,Bédée,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2994,0351198M,Ecole,Privé,Bourg-des-Comptes,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2995,0351203T,Ecole,Privé,Bréal-sous-Montfort,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2996,0351205V,Ecole,Privé,Breteil,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2997,0351229W,Ecole,Privé,La Chapelle-Chaussée,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2998,0351231Y,Ecole,Privé,La Chapelle du Lou du Lac,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2999,0351253X,Ecole,Privé,Chevaigné,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3000,0351254Y,Ecole,Privé,Cintré,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3001,0351264J,Ecole,Privé,Cornillé,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3002,0351289L,Ecole,Privé,Eancé,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE MATERNELLE
3003,0351301Z,Ecole,Privé,Etrelles,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3004,0351306E,Ecole,Privé,La Chapelle-Fleurigné,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3005,0351318T,Ecole,Privé,Fougères,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3006,0351372B,Ecole,Privé,Saint-Grégoire,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3007,0351380K,Ecole,Privé,Saint-Jouan-des-Guérets,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3008,0351405M,Ecole,Privé,Châteaubourg,Ille-et-Vilaine,Bretagne,0,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3009,0351428M,Ecole,Privé,Le Sel-de-Bretagne,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3010,0351431R,Ecole,Privé,Sens-de-Bretagne,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3011,0351447H,Ecole,Privé,Torcé,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3012,0351459W,Ecole,Privé,Pipriac,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3013,0351498N,Ecole,Privé,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3014,0351515G,Ecole,Privé,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3015,0351537F,Ecole,Privé,Roz-Landrieux,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3016,0351545P,Ecole,Privé,Châteaugiron,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3017,0351547S,Ecole,Privé,Saint-Briac-sur-Mer,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3018,0351552X,Ecole,Privé,Val-Couesnon,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3019,0351565L,Ecole,Privé,Visseiche,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3020,0351569R,Ecole,Privé,Vitré,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3021,0351610K,Ecole,Public,Saint-Médard-sur-Ille,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3022,0351612M,Ecole,Public,Saint-Père-Marc-en-Poulet,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3023,0351616S,Ecole,Public,Le Theil-de-Bretagne,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3024,0351617T,Ecole,Public,Val-Couesnon,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3025,0351646Z,Ecole,Public,Cherrueix,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3026,0351650D,Ecole,Public,Dourdain,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3027,0351658M,Ecole,Public,Lalleu,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
3028,0351664U,Ecole,Public,Meillac,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3029,0351668Y,Ecole,Public,Miniac-Morvan,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3030,0351681M,Ecole,Public,Rives-du-Couesnon,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3031,0351685S,Ecole,Public,La Bosse-de-Bretagne,Ille-et-Vilaine,Bretagne,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3032,0351686T,Ecole,Public,Bourgbarré,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3033,0351687U,Ecole,Public,Broualan,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3034,0351701J,Ecole,Privé,Ercé-près-Liffré,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3035,0351705N,Ecole,Privé,Livré-sur-Changeon,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3036,0351730R,Ecole,Privé,La Chapelle-de-Brain,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3037,0351733U,Ecole,Privé,Comblessac,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3038,0351740B,Ecole,Privé,La Noë-Blanche,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3039,0351742D,Ecole,Privé,Pleine-Fougères,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3040,0351752P,Ecole,Public,Coësmes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3041,0351759X,Ecole,Public,Saint-Jacques-de-la-Lande,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
3042,0351764C,Ecole,Public,Saint-Malo,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
3043,0351765D,Ecole,Public,Thorigné-Fouillard,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3044,0351784Z,Ecole,Public,Roz-sur-Couesnon,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3045,0351788D,Ecole,Public,La Mézière,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3046,0351816J,Ecole,Public,Chauvigné,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3047,0351859F,Ecole,Public,Cesson-Sévigné,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3048,0351893T,Ecole,Public,Vern-sur-Seiche,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
3049,0351928F,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
3050,0352020F,Ecole,Public,Guichen,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3051,0352101U,Ecole,Public,Le Sel-de-Bretagne,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3052,0352127X,Ecole,Privé,Retiers,Ille-et-Vilaine,Bretagne,1,0,1,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3053,0352148V,Ecole,Public,Saint-Jouan-des-Guérets,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
3054,0352187M,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3055,0352194V,Ecole,Privé,Vitré,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3056,0352199A,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3057,0352211N,Ecole,Public,Saint-Malo,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3058,0352220Y,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
3059,0352241W,Ecole,Public,Bruz,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3060,0352258P,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3061,0352268A,Ecole,Public,Boisgervilly,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3062,0352306S,Ecole,Public,Chartres-de-Bretagne,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3063,0352311X,Ecole,Public,Saint-Malo,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3064,0352358Y,Ecole,Privé,Acigné,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3065,0352369K,Ecole,Privé,Louvigné-du-Désert,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3066,0352377U,Ecole,Privé,Pacé,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3067,0352385C,Ecole,Public,Val-Couesnon,Ille-et-Vilaine,Bretagne,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3068,0352405Z,Ecole,Privé,Dinard,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3069,0352410E,Ecole,Privé,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3070,0352432D,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3071,0352437J,Ecole,Public,Saint-Jacques-de-la-Lande,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3072,0352485L,Ecole,Privé,Mordelles,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3073,0352489R,Ecole,Privé,Saint-Méen-le-Grand,Ille-et-Vilaine,Bretagne,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3074,0352516V,Ecole,Public,Servon-sur-Vilaine,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3075,0352517W,Ecole,Privé,Rennes,Ille-et-Vilaine,Bretagne,1,0,1,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3076,0352519Y,Ecole,Public,Fougères,Ille-et-Vilaine,Bretagne,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3077,0352520Z,Ecole,Public,Chantepie,Ille-et-Vilaine,Bretagne,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3078,0352535R,Ecole,Public,Treffendel,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3079,0352536S,Ecole,Public,Betton,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3080,0352668K,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3081,0352669L,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3082,0352670M,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3083,0352674S,Ecole,Public,Bruz,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3084,0352675T,Ecole,Public,Saint-Didier,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3085,0352676U,Ecole,Public,Andouillé-Neuville,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3086,0352688G,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
3087,0352694N,Ecole,Public,La Chapelle-Saint-Aubert,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3088,0352713J,Ecole,Privé,Saint-Grégoire,Ille-et-Vilaine,Bretagne,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
3089,0352750Z,Ecole,Public,Etrelles,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3090,0352766S,Ecole,Public,Sainte-Marie,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3091,0352778E,Ecole,Public,Bain-de-Bretagne,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3092,0352908W,Ecole,Privé,Rennes,Ille-et-Vilaine,Bretagne,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
3093,0353103H,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,0,0,0,SANS OBJET,ECOLE SANS EFFECTIFS PERMANENTS
3094,0353120B,Ecole,Privé,Châteaugiron,Ille-et-Vilaine,Bretagne,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
3095,0360062X,Ecole,Public,Velles,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3096,0360069E,Ecole,Public,Veuil,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3097,0360078P,Ecole,Public,Villedieu-sur-Indre,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3098,0360082U,Ecole,Public,Villegouin,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3099,0360106V,Ecole,Public,Buzançais,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE MATERNELLE
3100,0360148R,Ecole,Public,Aigurande,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE MATERNELLE
3101,0360159C,Ecole,Public,Argenton-sur-Creuse,Indre,Centre-Val de Loire,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3102,0360185F,Ecole,Public,Le Blanc,Indre,Centre-Val de Loire,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3103,0360189K,Ecole,Public,Les Bordes,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3104,0360203A,Ecole,Public,Déols,Indre,Centre-Val de Loire,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3105,0360240R,Ecole,Public,Issoudun,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3106,0360249A,Ecole,Public,Jeu-les-Bois,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3107,0360251C,Ecole,Public,Lacs,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE MATERNELLE
3108,0360254F,Ecole,Public,Levroux,Indre,Centre-Val de Loire,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3109,0360326J,Ecole,Public,Niherne,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3110,0360348H,Ecole,Public,Le Pêchereau,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3111,0360352M,Ecole,Public,Pérassay,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3112,0360394H,Ecole,Public,Saint-Chartier,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3113,0360406W,Ecole,Public,Châteauroux,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE MATERNELLE
3114,0360420L,Ecole,Public,Châteauroux,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE MATERNELLE
3115,0360422N,Ecole,Public,Châtillon-sur-Indre,Indre,Centre-Val de Loire,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3116,0360424R,Ecole,Public,La Châtre,Indre,Centre-Val de Loire,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3117,0360426T,Ecole,Public,La Châtre,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE MATERNELLE
3118,0360430X,Ecole,Public,Chezelles,Indre,Centre-Val de Loire,0,0,0,SANS OBJET,ECOLE MATERNELLE
3119,0360433A,Ecole,Public,Ciron,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3120,0360442K,Ecole,Public,Coings,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3121,0360451V,Ecole,Public,Saint-Denis-de-Jouhet,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3122,0360456A,Ecole,Public,Saint-Gaultier,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE MATERNELLE
3123,0360464J,Ecole,Public,Sainte-Lizaigne,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3124,0360470R,Ecole,Public,Saint-Maur,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE MATERNELLE
3125,0360487J,Ecole,Public,Sougé,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3126,0360527C,Ecole,Public,Mouhet,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3127,0360612V,Ecole,Public,Issoudun,Indre,Centre-Val de Loire,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3128,0360619C,Ecole,Privé,Le Blanc,Indre,Centre-Val de Loire,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3129,0360623G,Ecole,Privé,Châteauroux,Indre,Centre-Val de Loire,1,0,1,CONTRAT ASSOCIATION PARTIE DES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3130,0360649K,Ecole,Public,Châteauroux,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE MATERNELLE
3131,0360651M,Ecole,Public,Migné,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3132,0360653P,Ecole,Public,Chabris,Indre,Centre-Val de Loire,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3133,0360663A,Ecole,Public,Pouligny-Notre-Dame,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3134,0360664B,Ecole,Public,Pruniers,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3135,0360673L,Ecole,Public,Châteauroux,Indre,Centre-Val de Loire,1,0,0,SANS OBJET,ECOLE MATERNELLE
