,uai,type_etablissement,statut_public_prive,nom_commune,libelle_departement,libelle_region,restauration,hebergement,ulis,type_contrat_prive,libelle_nature
2779,0332773K,Ecole,Public,Coutras,Gironde,Nouvelle-Aquitaine,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2780,0332777P,Ecole,Public,Bordeaux,Gironde,Nouvelle-Aquitaine,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2781,0332794H,Ecole,Public,Listrac-Médoc,Gironde,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2782,0332798M,Ecole,Public,Talence,Gironde,Nouvelle-Aquitaine,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2783,0332825S,Ecole,Public,Gujan-Mestras,Gironde,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2784,0333007P,Ecole,Public,Villenave-d'Ornon,Gironde,Nouvelle-Aquitaine,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2785,0333015Y,Ecole,Public,Salles,Gironde,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2786,0333048J,Ecole,Public,Libourne,Gironde,Nouvelle-Aquitaine,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2787,0333099P,Ecole,Public,Le Teich,Gironde,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2788,0333100R,Ecole,Public,Sainte-Eulalie,Gironde,Nouvelle-Aquitaine,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2789,0333112D,Ecole,Public,Pessac,Gironde,Nouvelle-Aquitaine,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2790,0333125T,Ecole,Public,Villenave-d'Ornon,Gironde,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2791,0333141K,Ecole,Public,Saint-Estèphe,Gironde,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2792,0333253G,Ecole,Public,Martignas-sur-Jalle,Gironde,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2793,0333280L,Ecole,Public,Bordeaux,Gironde,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2794,0333356U,Ecole,Privé,Blanquefort,Gironde,Nouvelle-Aquitaine,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2795,0333414G,Ecole,Privé,Tresses,Gironde,Nouvelle-Aquitaine,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2796,0333428X,Ecole,Privé,Bordeaux,Gironde,Nouvelle-Aquitaine,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2797,0333533L,Ecole,Privé,Eysines,Gironde,Nouvelle-Aquitaine,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2798,0333574F,Ecole,Privé,Canéjan,Gironde,Nouvelle-Aquitaine,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2799,0333593B,Ecole,Public,Mérignac,Gironde,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2800,0333648L,Ecole,Privé,Saint-Selve,Gironde,Nouvelle-Aquitaine,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2801,0340141U,Ecole,Public,Abeilhan,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2802,0340146Z,Ecole,Public,Agde,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2803,0340147A,Ecole,Public,Agde,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2804,0340149C,Ecole,Public,Agde,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2805,0340155J,Ecole,Public,Alignan-du-Vent,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2806,0340156K,Ecole,Public,Aniane,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2807,0340159N,Ecole,Public,Argelliers,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2808,0340175F,Ecole,Public,Baillargues,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2809,0340186T,Ecole,Public,Bédarieux,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2810,0340207R,Ecole,Public,Béziers,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2811,0340221F,Ecole,Public,Béziers,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2812,0340255T,Ecole,Public,Campagnan,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2813,0340263B,Ecole,Public,Capestang,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2814,0340270J,Ecole,Public,Castelnau-le-Lez,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2815,0340283Y,Ecole,Public,Le Caylar,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2816,0340292H,Ecole,Public,Cers,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2817,0340298P,Ecole,Public,Cesseras,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2818,0340300S,Ecole,Public,Ceyras,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2819,0340303V,Ecole,Public,Claret,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2820,0340322R,Ecole,Public,Creissan,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2821,0340339J,Ecole,Public,Florensac,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2822,0340351X,Ecole,Public,Frontignan,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2823,0340352Y,Ecole,Public,Frontignan,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2824,0340359F,Ecole,Public,Garrigues,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2825,0340365M,Ecole,Public,Gignac,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2826,0340378B,Ecole,Public,Jonquières,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2827,0340389N,Ecole,Public,Lattes,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2828,0340402C,Ecole,Public,Lieuran-lès-Béziers,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2829,0340423A,Ecole,Public,Magalas,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2830,0340427E,Ecole,Public,Margon,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2831,0340445Z,Ecole,Public,Mèze,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2832,0340460R,Ecole,Public,Montaud,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2833,0340477J,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2834,0340503M,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2835,0340504N,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2836,0340531T,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2837,0340533V,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2838,0340540C,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2839,0340544G,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2840,0340552R,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2841,0340558X,Ecole,Public,Murviel-lès-Béziers,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2842,0340582Y,Ecole,Public,Palavas-les-Flots,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2843,0340622S,Ecole,Public,Le Pradal,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2844,0340645S,Ecole,Public,Les Rives,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2845,0340657E,Ecole,Public,Saint-André-de-Sangonis,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2846,0340658F,Ecole,Public,Saint-André-de-Sangonis,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2847,0340669T,Ecole,Public,Saint-Chinian,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2848,0340684J,Ecole,Public,Saint-Geniès-des-Mourgues,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2849,0340697Y,Ecole,Public,Saint-Hilaire-de-Beauvoir,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2850,0340699A,Ecole,Public,Saint-Jean-de-Fos,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2851,0340701C,Ecole,Public,Saint-Jean-de-la-Blaquière,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2852,0340717V,Ecole,Public,Saint-Nazaire-de-Pézan,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2853,0340718W,Ecole,Public,Saint-Pargoire,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2854,0340731K,Ecole,Public,Saint-Thibéry,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2855,0340748D,Ecole,Public,Sérignan,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2856,0340751G,Ecole,Public,Servian,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2857,0340768A,Ecole,Public,Sète,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2858,0340769B,Ecole,Public,Sète,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2859,0340781P,Ecole,Public,Sussargues,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2860,0340796F,Ecole,Public,Vacquières,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2861,0340840D,Ecole,Public,Frontignan,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2862,0340843G,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2863,0341036S,Ecole,Public,Thézan-lès-Béziers,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2864,0341073G,Ecole,Public,Cabrières,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2865,0341083T,Ecole,Public,Pouzolles,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2866,0341159A,Ecole,Privé,Béziers,Hérault,Occitanie,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2867,0341169L,Ecole,Privé,Béziers,Hérault,Occitanie,1,0,1,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2868,0341178W,Ecole,Privé,Cournonterral,Hérault,Occitanie,0,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2869,0341180Y,Ecole,Privé,Frontignan,Hérault,Occitanie,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2870,0341191K,Ecole,Privé,Montpellier,Hérault,Occitanie,1,0,0,CONTRAT ASSOCIATION PARTIE DES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2871,0341212H,Ecole,Privé,Montpellier,Hérault,Occitanie,1,0,1,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2872,0341221T,Ecole,Privé,Pézenas,Hérault,Occitanie,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2873,0341233F,Ecole,Privé,Saint-Jean-de-Fos,Hérault,Occitanie,0,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2874,0341242R,Ecole,Privé,Sète,Hérault,Occitanie,1,0,1,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2875,0341243S,Ecole,Privé,Vendargues,Hérault,Occitanie,1,0,0,CONTRAT ASSOCIATION PARTIE DES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2876,0341287P,Ecole,Public,Balaruc-les-Bains,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2877,0341292V,Ecole,Public,Cournonsec,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2878,0341294X,Ecole,Public,Fabrègues,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2879,0341309N,Ecole,Public,Saint-Gély-du-Fesc,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2880,0341315V,Ecole,Public,Cazouls-lès-Béziers,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2881,0341317X,Ecole,Public,Puisserguier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2882,0341339W,Ecole,Public,Le Crès,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2883,0341342Z,Ecole,Public,Juvignac,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2884,0341346D,Ecole,Public,Montbazin,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2885,0341396H,Ecole,Public,Boujan-sur-Libron,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2886,0341398K,Ecole,Public,Lattes,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2887,0341401N,Ecole,Public,Lespignan,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2888,0341403R,Ecole,Public,Saint-Brès,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2889,0341406U,Ecole,Public,Lespignan,Hérault,Occitanie,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2890,0341407V,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2891,0341409X,Ecole,Public,Nébian,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2892,0341410Y,Ecole,Public,Pignan,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2893,0341412A,Ecole,Public,Castelnau-le-Lez,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2894,0341415D,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2895,0341437C,Ecole,Public,Agde,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2896,0341441G,Ecole,Public,Lamalou-les-Bains,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2897,0341442H,Ecole,Public,Lunel,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2898,0341443J,Ecole,Public,Maureilhan,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2899,0341448P,Ecole,Public,Pérols,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2900,0341450S,Ecole,Public,Sauvian,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2901,0341453V,Ecole,Public,Teyran,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2902,0341478X,Ecole,Public,Mireval,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2903,0341501X,Ecole,Public,Lodève,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2904,0341527A,Ecole,Privé,Montpellier,Hérault,Occitanie,0,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE SPECIALISEE
2905,0341554E,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2906,0341557H,Ecole,Public,Montpellier,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2907,0341572Z,Ecole,Public,Saint-Jean-de-Cornies,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2908,0341580H,Ecole,Public,Vic-la-Gardiole,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2909,0341587R,Ecole,Privé,Agde,Hérault,Occitanie,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2910,0341595Z,Ecole,Public,Montblanc,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2911,0341599D,Ecole,Public,Olargues,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2912,0341655P,Ecole,Privé,Montpellier,Hérault,Occitanie,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2913,0341662X,Ecole,Public,Pézenas,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2914,0341679R,Ecole,Public,Sète,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2915,0341690C,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2916,0341738E,Ecole,Public,Béziers,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2917,0341780A,Ecole,Public,Ganges,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2918,0341806D,Ecole,Public,Agde,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2919,0341813L,Ecole,Public,Cournonterral,Hérault,Occitanie,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2920,0341814M,Ecole,Public,Saint-Bauzille-de-Putois,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2921,0341841S,Ecole,Public,Assas,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2922,0341844V,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2923,0341845W,Ecole,Public,Montpellier,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2924,0341859L,Ecole,Public,Montpellier,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2925,0341878G,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2926,0341885P,Ecole,Public,Montpellier,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2927,0341908P,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2928,0341925H,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2929,0341936V,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2930,0341950K,Ecole,Public,Béziers,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2931,0341993G,Ecole,Public,Lunel,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2932,0342028V,Ecole,Public,Castelnau-le-Lez,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2933,0342029W,Ecole,Public,Lunel,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2934,0342063H,Ecole,Public,Viols-le-Fort,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
2935,0342083E,Ecole,Public,Candillargues,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2936,0342087J,Ecole,Privé,Montpellier,Hérault,Occitanie,1,0,0,CONTRAT ASSOCIATION PARTIE DES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
2937,0342177G,Ecole,Public,Puéchabon,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
2938,0342201H,Ecole,Public,Montpellier,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2939,0342231R,Ecole,Public,Montpellier,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2940,0342284Y,Ecole,Privé,Saint-Clément-de-Rivière,Hérault,Occitanie,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2941,0342286A,Ecole,Privé,Montpellier,Hérault,Occitanie,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2942,0342287B,Ecole,Privé,Montpellier,Hérault,Occitanie,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2943,0342317J,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2944,0342346R,Ecole,Privé,Castelnau-le-Lez,Hérault,Occitanie,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2945,0342398X,Ecole,Privé,Montpellier,Hérault,Occitanie,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2946,0342477H,Ecole,Public,Juvignac,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2947,0342554S,Ecole,Public,Montpellier,Hérault,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2948,0342565D,Ecole,Privé,Boisseron,Hérault,Occitanie,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2949,0342567F,Ecole,Privé,Béziers,Hérault,Occitanie,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2950,0342576R,Ecole,Privé,Saint-Martin-de-l'Arçon,Hérault,Occitanie,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
2951,0350164N,Ecole,Public,Cancale,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
2952,0350174Z,Ecole,Public,La Chapelle-des-Fougeretz,Ille-et-Vilaine,Bretagne,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2953,0350180F,Ecole,Public,Chasné-sur-Illet,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2954,0350255M,Ecole,Public,Fougères,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
2955,0350266Z,Ecole,Public,Gévezé,Ille-et-Vilaine,Bretagne,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2956,0350306T,Ecole,Public,Langouet,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2957,0350310X,Ecole,Public,Lassy,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2958,0350340E,Ecole,Public,Mernel,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2959,0350351S,Ecole,Public,Le Minihic-sur-Rance,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2960,0350361C,Ecole,Public,Montfort-sur-Meu,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE MATERNELLE
2961,0350370M,Ecole,Public,Mouazé,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2962,0350395P,Ecole,Public,Parthenay-de-Bretagne,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2963,0350423V,Ecole,Public,Redon,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2964,0350469V,Ecole,Public,Maen Roch,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2965,0350503G,Ecole,Public,Saint-Malo,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2966,0350557R,Ecole,Public,Saint-Thurial,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2967,0350558S,Ecole,Public,Saint-Uniac,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2968,0350569D,Ecole,Public,Talensac,Ille-et-Vilaine,Bretagne,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2969,0350592D,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2970,0350635A,Ecole,Public,Rennes,Ille-et-Vilaine,Bretagne,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
